Date,Closing Price_DR,Closing Price_M_DR
2024-10-14,-1.0851063829787289,0.3769042741442963
2024-10-11,-3.2049903204990238,0.007942355518264499
2024-10-09,1.2222222222222134,-0.9142702058592245
2024-10-08,2.0856201975850697,0.9789131382212046
2024-10-04,1.4301075268817076,-0.0851272285016802
2024-10-03,-5.6503763383865095,-0.9211605535016987
2024-10-02,0.22471910112360494,1.2605725091232811
2024-10-01,-0.08968609865470656,1.2074187208698905
2024-09-30,6.373429084380611,0.5302361954909296
2024-09-27,0.21097046413502962,-0.5426654347517657
2024-09-26,-1.0526315789473717,-0.6118725401234815
2024-09-23,0.0,-0.15900991972416234
2024-09-20,-1.5957446808510634,-0.4389037303658583
2024-09-19,-2.1621621621621623,-0.678847714343922
2024-09-13,-0.5524861878453025,-0.8164201238381352
2024-09-11,5.000000000000004,0.17140366460604017
2024-09-06,0.5291005291005346,-0.035438688552869024
2024-09-05,-2.1052631578947323,-0.42167574400887586
2024-09-03,-3.2258064516129004,0.5219607820559968
2024-08-30,3.3333333333333437,0.011626688561205967
2024-08-07,-4.860215053763451,0.1757487098215993
2024-08-06,0.0,-1.4692950368192959
2024-08-05,1.7179023508137492,2.930875535382671
2024-08-02,-1.344444444444448,-0.1651300005928169
2024-08-01,0.0,0.04550016919482314
2024-07-31,-4.043248113526299,-0.5667772428139206
2024-07-29,2.687793427230045,-0.9486467885454708
2024-07-26,-0.5600640073151197,-0.8168786248036075
2024-07-24,1.1494252873563315,-0.28047426982122925
2024-07-23,0.0,0.04719574914797686
2024-07-22,0.0,0.10044572330472068
2024-07-19,0.0,-0.19856111094391782
2024-07-18,0.0,-0.07774368268220755
2024-07-17,2.840909090909083,-0.9499175216905797
2024-07-16,-4.972375690607733,-0.16646428375025613
2024-07-15,-0.11627906976744429,0.6174659109687841
2024-07-12,0.11641443538998875,-0.6134547222031106
2024-07-11,-4.88372093023256,-0.5500979978368292
2024-07-10,6.35696821515892,-0.08547859404928193
2024-07-09,9.195402298850585,0.06847134354410755
2024-06-28,-1.8210526315789455,0.126453139789362
2024-06-25,-5.650262678245954,-2.1211908795876533
2024-06-21,0.0,-0.0211553081179372
2024-06-20,4.772727272727262,0.38688915393589873
2024-06-19,-5.639913232104121,-0.202669505404518
2024-06-14,0.0,0.2017895143908044
2024-06-13,0.0,-0.19637889450057067
2024-06-12,2.298850574712641,0.17678488538610537
2024-06-07,0.0,0.35507962391565506
2024-06-05,0.8876404494382095,1.4206391037348443
2024-06-04,0.2227419534469366,0.5693148582340379
2024-05-31,-1.3334814979442111,0.02434186801298921
2024-05-30,0.23651312084693732,0.25522697023505625
2024-05-29,0.8876404494382095,0.1995112237237695
2024-05-28,-0.8798307161153818,-0.3563564312017431
2024-05-27,0.786516853932584,0.3309923994059938
2024-05-24,-0.7803790412486022,0.03612376315376142
2024-05-22,0.8988764044943753,0.2599305258944806
2024-05-17,0.21158129175946616,-0.10978591746094724
2024-05-13,0.011112345816211011,-0.10575032142337015
2024-05-09,-0.011111111111117289,-0.4418977862820195
2024-05-08,0.32225802866985287,-0.32193950667243065
2024-05-03,0.022153300841831758,-0.6014860330944116
2024-05-02,0.0,-0.026195596287581502
2024-04-30,1.882613510520481,0.4094791341325621
2024-04-29,0.0,-0.1415443513111403
2024-04-26,-3.2608695652173947,-0.061100848597939184
2024-04-24,3.0337078651685445,-0.2603672548647573
2024-04-19,0.21810250817884125,0.01709611360738439
2024-04-16,0.10881392818280489,0.07768106310799272
2024-04-15,0.0,-0.2349561158508484
2024-04-04,0.0,-0.08392827032227546
2024-04-03,0.0,-0.32270799813369777
2024-04-01,-2.1739130434782594,0.016221884629330496
2024-03-29,-2.3333333333333317,-0.17133988714166382
2024-03-27,0.11376564277587597,-0.3349257971434261
2024-03-26,-0.1136363636363602,0.19113498473548596
2024-03-22,0.11376564277587597,-0.011942267227882386
2024-03-21,0.0,-0.12090100142090332
2024-03-20,0.0,0.5609530106381211
2024-03-18,-1.2499999999999956,-0.1677412551019608
2024-03-15,0.0,-0.726518102096807
2024-03-14,-5.638665132336018,-0.6325195064759481
2024-03-13,0.0,-0.31210375936815415
2024-03-11,-0.012195121951219523,0.430746726215947
2024-03-06,0.1341627027686254,0.513760843786093
2024-02-29,0.24360535931791105,0.7894922631600076
2024-02-28,0.8505467800729027,-0.268310436088226
2024-02-27,0.0,0.139554768375727
2024-02-26,0.0,-0.25851790185010826
2024-02-23,-0.6024096385542133,-0.736824485197396
2024-02-22,0.0,-0.1950446492853919
2024-02-21,4.2424242424242475,-0.5825741584268407
2024-02-19,0.5813953488372103,-0.37793795873254377
