Date,ADH_DR,masi_M_DR
2024-10-17,-9.064830751577734,-2.056671563335166
2024-10-16,2.5236593059936974,0.7588144048966461
2024-10-15,-1.2307692307692242,0.7815078064695724
2024-10-14,3.738317757009324,0.3769042741442963
2024-10-11,4.504504504504503,0.007942355518264499
2024-10-10,1.9540229885057547,0.32802159581868384
2024-10-09,-2.733934611048472,-0.9142702058592245
2024-10-08,4.317589104607356,0.9789131382212046
2024-10-07,0.8333333333333304,0.07176727624114143
2024-10-04,-0.49586776859503745,-0.0851272285016802
2024-10-03,1.0243632336655706,-0.9211605535016987
2024-10-02,3.590024664291569,1.2605725091232811
2024-10-01,3.835978835978837,1.2074187208698905
2024-09-30,0.1273885350318471,0.5302361954909296
2024-09-27,-2.2900763358778553,-0.5426654347517657
2024-09-26,-1.432291666666663,-0.6118725401234815
2024-09-25,-2.5891677675033087,-0.6260016481466013
2024-09-24,1.9799294819636604,0.5372253105338398
2024-09-23,0.26595744680850686,-0.15900991972416234
2024-09-20,0.7692307692307665,-0.4389037303658583
2024-09-19,-1.210844959199786,-0.678847714343922
2024-09-18,-2.744471089794831,-0.6325933202915413
2024-09-13,0.0,-0.8164201238381352
2024-09-12,-1.3698630136986356,0.2993237846453223
2024-09-11,1.416666666666666,0.17140366460604017
2024-09-10,2.7115858668857795,0.2266656917604637
2024-09-09,-6.399999999999995,-0.5030153744042254
2024-09-06,0.2849002849002913,-0.035438688552869024
2024-09-05,-2.556818181818199,-0.42167574400887586
2024-09-04,-0.23323615160348865,0.34590381996246755
2024-09-03,-0.3798947983635115,0.5219607820559968
2024-09-02,-9.064241713112365,-0.2487791921799598
2024-08-30,-0.6129032258064604,0.011626688561205967
2024-08-29,-2.5965595585848655,-0.19045459373034923
2024-08-28,-0.03332222592469236,-0.21670139353232587
2024-08-27,1.2666666666666604,0.3774930827761258
2024-08-26,0.23041474654377225,0.1671118436212149
2024-08-23,0.8866995073891548,-0.18596724826519528
2024-08-22,-0.0976562499999889,-0.09900833709072243
2024-08-19,-1.3033561420658257,-0.13590305821408188
2024-08-16,1.0234400792340725,-0.16019666911831765
2024-08-15,-1.4379084967320321,-0.3826813790080985
2024-08-13,-0.03315649867374759,-0.2718510108848937
2024-08-12,-0.8291873963515717,0.07589334300743822
2024-08-09,-1.6053511705685475,0.037265387560037055
2024-08-08,2.141400407885796,-0.12364021133344227
2024-08-07,-1.730449251247923,0.1757487098215993
2024-08-06,-3.4202505926176796,-1.4692950368192959
2024-08-05,9.396914446002814,2.930875535382671
2024-08-02,0.3525641025641013,-0.1651300005928169
2024-08-01,2.2037687639731685,0.04550016919482314
2024-07-31,-1.2812500000000004,-0.5667772428139206
2024-07-29,-3.577081354859124,-0.9486467885454708
2024-07-26,-2.856204858831257,-0.8168786248036075
2024-07-25,1.250422440013521,-0.1425261609074191
2024-07-24,0.6341789052069391,-0.28047426982122925
2024-07-23,-2.1558872305140864,0.04719574914797686
2024-07-22,-1.72881355932204,0.10044572330472068
